No;Provinsi;Kab/Kota;Kecamatan;Kelurahan;;;
1034;BANTEN;KABUPATEN SERANG;JAWILAN;PAGINTUNGAN;;;
1035;BANTEN;KABUPATEN SERANG;JAWILAN;PARAKAN;;;
1036;BANTEN;KABUPATEN SERANG;JAWILAN;PASIRBUYUT;;;
1037;BANTEN;KABUPATEN SERANG;KIBIN;BARENGKOK;;;
1038;BANTEN;KABUPATEN SERANG;KIBIN;CIAGEL;;;
1039;BANTEN;KABUPATEN SERANG;KIBIN;CIJERUK;;;
1040;BANTEN;KABUPATEN SERANG;KIBIN;KETOS;;;
1041;BANTEN;KABUPATEN SERANG;KIBIN;KIBIN;;;
1042;BANTEN;KABUPATEN SERANG;KIBIN;NAGARA;;;
1043;BANTEN;KABUPATEN SERANG;KIBIN;NAMBO ILIR;;;
1044;BANTEN;KABUPATEN SERANG;KIBIN;SUKAMAJU;;;
1045;BANTEN;KABUPATEN SERANG;KIBIN;TAMBAK;;;
1046;BANTEN;KABUPATEN SERANG;KOPO;BABAKAN JAYA;;;
1047;BANTEN;KABUPATEN SERANG;KOPO;CARENANG UDIK;;;
1048;BANTEN;KABUPATEN SERANG;KOPO;CIDAHU;;;
1049;BANTEN;KABUPATEN SERANG;KOPO;GABUS;;;
1050;BANTEN;KABUPATEN SERANG;KOPO;GARUT;;;
1051;BANTEN;KABUPATEN SERANG;KOPO;KOPO;;;
1052;BANTEN;KABUPATEN SERANG;KOPO;MEKARBARU;;;
1053;BANTEN;KABUPATEN SERANG;KOPO;NANGGUNG;;;
1054;BANTEN;KABUPATEN SERANG;KOPO;NYOMPOK;;;
1055;BANTEN;KABUPATEN SERANG;KOPO;RANCASUMUR;;;
1056;BANTEN;KABUPATEN SERANG;KRAGILAN;CISAIT;;;
1057;BANTEN;KABUPATEN SERANG;KRAGILAN;DUKUH;;;
1058;BANTEN;KABUPATEN SERANG;KRAGILAN;JERUKTIPIS;;;
1059;BANTEN;KABUPATEN SERANG;KRAGILAN;KAMARUTON;;;
1060;BANTEN;KABUPATEN SERANG;KRAGILAN;KENDAYAKAN;;;
1061;BANTEN;KABUPATEN SERANG;KRAGILAN;KRAGILAN;;;
1062;BANTEN;KABUPATEN SERANG;KRAGILAN;KRAMATJATI;;;
1063;BANTEN;KABUPATEN SERANG;KRAGILAN;PEMATANG;;;
1064;BANTEN;KABUPATEN SERANG;KRAGILAN;SENTUL;;;
1065;BANTEN;KABUPATEN SERANG;KRAGILAN;SILEBU;;;
1066;BANTEN;KABUPATEN SERANG;KRAGILAN;SUKAJADI;;;
1067;BANTEN;KABUPATEN SERANG;KRAGILAN;TEGALMAJA;;;
1068;BANTEN;KABUPATEN SERANG;KRAGILAN;TERASBENDUNG;;;
1069;BANTEN;KABUPATEN SERANG;KRAGILAN;UNDAR ANDIR;;;
1070;BANTEN;KABUPATEN SERANG;KRAMATWATU;HARJATANI;;;
1071;BANTEN;KABUPATEN SERANG;KRAMATWATU;KRAMATWATU;;;
1072;BANTEN;KABUPATEN SERANG;KRAMATWATU;LEBAKWANA;;;
1073;BANTEN;KABUPATEN SERANG;KRAMATWATU;MARGASANA;;;
1074;BANTEN;KABUPATEN SERANG;KRAMATWATU;MARGATANI;;;
1075;BANTEN;KABUPATEN SERANG;KRAMATWATU;PAMENGKANG;;;
1076;BANTEN;KABUPATEN SERANG;KRAMATWATU;PEGADINGAN;;;
1077;BANTEN;KABUPATEN SERANG;KRAMATWATU;PEJATEN;;;
1078;BANTEN;KABUPATEN SERANG;KRAMATWATU;PELAMUNAN;;;
1079;BANTEN;KABUPATEN SERANG;KRAMATWATU;SERDANG;;;
1080;BANTEN;KABUPATEN SERANG;KRAMATWATU;TELUK TERATE;;;
1081;BANTEN;KABUPATEN SERANG;KRAMATWATU;TERATE;;;
1082;BANTEN;KABUPATEN SERANG;KRAMATWATU;TONJONG;;;
1083;BANTEN;KABUPATEN SERANG;KRAMATWATU;TOYOMERTO;;;
1084;BANTEN;KABUPATEN SERANG;KRAMATWATU;WANAYASA;;;
1085;BANTEN;KABUPATEN SERANG;MANCAK;ANGSANA;;;
1086;BANTEN;KABUPATEN SERANG;MANCAK;BALEKAMBANG;;;
1087;BANTEN;KABUPATEN SERANG;MANCAK;BATUKUDA;;;
1088;BANTEN;KABUPATEN SERANG;MANCAK;CIKEDUNG;;;
1089;BANTEN;KABUPATEN SERANG;MANCAK;CIWARNA;;;
1090;BANTEN;KABUPATEN SERANG;MANCAK;LABUHAN;;;
1091;BANTEN;KABUPATEN SERANG;MANCAK;MANCAK;;;
1092;BANTEN;KABUPATEN SERANG;MANCAK;PASIRWARU;;;
1093;BANTEN;KABUPATEN SERANG;MANCAK;SANGIANG;;;
1094;BANTEN;KABUPATEN SERANG;MANCAK;SIGEDONG;;;
1095;BANTEN;KABUPATEN SERANG;MANCAK;TALAGA;;;
1096;BANTEN;KABUPATEN SERANG;MANCAK;WARINGIN;;;
1097;BANTEN;KABUPATEN SERANG;MANCAK;WINONG;;;
1098;BANTEN;KABUPATEN SERANG;PABUARAN;KADUBEUREUM;;;
1099;BANTEN;KABUPATEN SERANG;PABUARAN;PABUARAN;;;
1100;BANTEN;KABUPATEN SERANG;PABUARAN;PANCANEGARA;;;
1101;BANTEN;KABUPATEN SERANG;PABUARAN;PASANGGRAHAN;;;
1102;BANTEN;KABUPATEN SERANG;PABUARAN;SINDANGHEULA;;;
1103;BANTEN;KABUPATEN SERANG;PABUARAN;SINDANGSARI;;;
1104;BANTEN;KABUPATEN SERANG;PABUARAN;TANJUNGSARI;;;
1105;BANTEN;KABUPATEN SERANG;PADARINCANG;BARUGBUG;;;
1106;BANTEN;KABUPATEN SERANG;PADARINCANG;BATUKUWUNG;;;
1107;BANTEN;KABUPATEN SERANG;PADARINCANG;BUGEL;;;
1108;BANTEN;KABUPATEN SERANG;PADARINCANG;CIBOJONG;;;
1109;BANTEN;KABUPATEN SERANG;PADARINCANG;CIOMAS;;;
1110;BANTEN;KABUPATEN SERANG;PADARINCANG;CIPAYUNG;;;
1111;BANTEN;KABUPATEN SERANG;PADARINCANG;CISAAT;;;
1112;BANTEN;KABUPATEN SERANG;PADARINCANG;CITASUK;;;
1113;BANTEN;KABUPATEN SERANG;PADARINCANG;CURUG GOONG;;;
1114;BANTEN;KABUPATEN SERANG;PADARINCANG;KADUBEUREUM;;;
1115;BANTEN;KABUPATEN SERANG;PADARINCANG;KADUKEMPONG;;;
1116;BANTEN;KABUPATEN SERANG;PADARINCANG;KALUMPANG;;;
1117;BANTEN;KABUPATEN SERANG;PADARINCANG;KRAMATLABAN;;;
1118;BANTEN;KABUPATEN SERANG;PADARINCANG;PADARINCANG;;;
1119;BANTEN;KABUPATEN SERANG;PAMARAYAN;BINONG;;;
1120;BANTEN;KABUPATEN SERANG;PAMARAYAN;DAMPING;;;
1121;BANTEN;KABUPATEN SERANG;PAMARAYAN;KAMPUNG BARU;;;
1122;BANTEN;KABUPATEN SERANG;PAMARAYAN;KEBON CAU;;;
1123;BANTEN;KABUPATEN SERANG;PAMARAYAN;PAMARAYAN;;;
1124;BANTEN;KABUPATEN SERANG;PAMARAYAN;PASIRLIMUS;;;
1125;BANTEN;KABUPATEN SERANG;PAMARAYAN;PUDAR;;;
1126;BANTEN;KABUPATEN SERANG;PAMARAYAN;SANGIANG;;;
1127;BANTEN;KABUPATEN SERANG;PAMARAYAN;WIRANA;;;
1128;BANTEN;KABUPATEN SERANG;PETIR;CIRANGKONG;;;
1129;BANTEN;KABUPATEN SERANG;PETIR;CIREUNDEU;;;
1130;BANTEN;KABUPATEN SERANG;PETIR;KADUGENEP;;;
1131;BANTEN;KABUPATEN SERANG;PETIR;KAMPUNG BARU;;;
1132;BANTEN;KABUPATEN SERANG;PETIR;MEKARBARU;;;
1133;BANTEN;KABUPATEN SERANG;PETIR;NAGARA PADANG;;;
1134;BANTEN;KABUPATEN SERANG;PETIR;PADASUKA;;;
1135;BANTEN;KABUPATEN SERANG;PETIR;PETIR;;;
1136;BANTEN;KABUPATEN SERANG;PETIR;SANDING;;;
1137;BANTEN;KABUPATEN SERANG;PETIR;SEUAT;;;
1138;BANTEN;KABUPATEN SERANG;PETIR;SEUAT JAYA;;;
1139;BANTEN;KABUPATEN SERANG;PETIR;SINDANGSARI;;;
1140;BANTEN;KABUPATEN SERANG;PETIR;TAMBILUK;;;
1141;BANTEN;KABUPATEN SERANG;PONTANG;DOMAS;;;
1142;BANTEN;KABUPATEN SERANG;PONTANG;KALAPIAN;;;
1143;BANTEN;KABUPATEN SERANG;PONTANG;KENCANA HARAPAN;;;
1144;BANTEN;KABUPATEN SERANG;PONTANG;KESERANGAN;;;
1145;BANTEN;KABUPATEN SERANG;PONTANG;KUBANG PUJI;;;
1146;BANTEN;KABUPATEN SERANG;PONTANG;LEBAK KEPUH;;;
1147;BANTEN;KABUPATEN SERANG;PONTANG;LEBAKWANGI;;;
1148;BANTEN;KABUPATEN SERANG;PONTANG;LINDUK;;;
1149;BANTEN;KABUPATEN SERANG;PONTANG;PEGANDIKAN;;;
1150;BANTEN;KABUPATEN SERANG;PONTANG;PONTANG;;;
1151;BANTEN;KABUPATEN SERANG;PONTANG;PULO KENCANA;;;
1152;BANTEN;KABUPATEN SERANG;PONTANG;SINGARAJAN;;;
1153;BANTEN;KABUPATEN SERANG;PONTANG;SUKAJAYA;;;
1154;BANTEN;KABUPATEN SERANG;PONTANG;SUKANEGARA;;;
1155;BANTEN;KABUPATEN SERANG;PONTANG;WANAYASA;;;
1156;BANTEN;KABUPATEN SERANG;PULOAMPEL;ARGAWANA;;;
1157;BANTEN;KABUPATEN SERANG;PULOAMPEL;BANYUWANGI;;;
1158;BANTEN;KABUPATEN SERANG;PULOAMPEL;KEDUNG SOKA;;;
1159;BANTEN;KABUPATEN SERANG;PULOAMPEL;MANGUNREJA;;;
1160;BANTEN;KABUPATEN SERANG;PULOAMPEL;MARGASARI;;;
1161;BANTEN;KABUPATEN SERANG;PULOAMPEL;PULO PANJANG;;;
1162;BANTEN;KABUPATEN SERANG;PULOAMPEL;PULOAMPEL;;;
1163;BANTEN;KABUPATEN SERANG;PULOAMPEL;SALIRA;;;
1164;BANTEN;KABUPATEN SERANG;PULOAMPEL;SUMURANJA;;;
1165;BANTEN;KABUPATEN SERANG;TANARA;BENDUNG;;;
1166;BANTEN;KABUPATEN SERANG;TANARA;CERUKCUK;;;
1167;BANTEN;KABUPATEN SERANG;TANARA;CIBODAS;;;
1168;BANTEN;KABUPATEN SERANG;TANARA;LEMPUYANG;;;
1169;BANTEN;KABUPATEN SERANG;TANARA;PEDALEMAN;;;
1170;BANTEN;KABUPATEN SERANG;TANARA;SIREMEN;;;
1171;BANTEN;KABUPATEN SERANG;TANARA;SUKAMANAH;;;
1172;BANTEN;KABUPATEN SERANG;TANARA;TANARA;;;
1173;BANTEN;KABUPATEN SERANG;TANARA;TENJO AYU;;;
1174;BANTEN;KABUPATEN SERANG;TIRTAYASA;ALANG ALANG;;;
1175;BANTEN;KABUPATEN SERANG;TIRTAYASA;KEBON;;;
1176;BANTEN;KABUPATEN SERANG;TIRTAYASA;KEBUYUTAN;;;
1177;BANTEN;KABUPATEN SERANG;TIRTAYASA;KEMANISAN;;;
1178;BANTEN;KABUPATEN SERANG;TIRTAYASA;LABAN;;;
1179;BANTEN;KABUPATEN SERANG;TIRTAYASA;LONTAR;;;
1180;BANTEN;KABUPATEN SERANG;TIRTAYASA;PONTANG LEGON;;;
1181;BANTEN;KABUPATEN SERANG;TIRTAYASA;PUSER;;;
1182;BANTEN;KABUPATEN SERANG;TIRTAYASA;SAMPARWADI;;;
1183;BANTEN;KABUPATEN SERANG;TIRTAYASA;SUJUNG;;;
1184;BANTEN;KABUPATEN SERANG;TIRTAYASA;SUSUKAN;;;
1185;BANTEN;KABUPATEN SERANG;TIRTAYASA;TENGKURAK;;;
1186;BANTEN;KABUPATEN SERANG;TIRTAYASA;TIRTAYASA;;;
1187;BANTEN;KABUPATEN SERANG;TIRTAYASA;WARGASARA;;;
1188;BANTEN;KABUPATEN SERANG;TUNJUNGTEJA;BOJONG CATANG;;;
1189;BANTEN;KABUPATEN SERANG;TUNJUNGTEJA;BOJONG MENTENG;;;
1190;BANTEN;KABUPATEN SERANG;TUNJUNGTEJA;BOJONG PANDAN;;;
1191;BANTEN;KABUPATEN SERANG;TUNJUNGTEJA;KAMUNING;;;
1192;BANTEN;KABUPATEN SERANG;TUNJUNGTEJA;MALANGGAH;;;
1193;BANTEN;KABUPATEN SERANG;TUNJUNGTEJA;PANCAREGANG;;;
1194;BANTEN;KABUPATEN SERANG;TUNJUNGTEJA;PANUNGGULAN;;;
1195;BANTEN;KABUPATEN SERANG;TUNJUNGTEJA;SUKASARI;;;
1196;BANTEN;KABUPATEN SERANG;TUNJUNGTEJA;TUNJUNG TEJA;;;
1197;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;BINANGUN;;;
1198;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;COKOPSULANJANA;;;
1199;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;KEMUNING;;;
1200;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;MELATI;;;
1201;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;SAMBILAWANG;;;
1202;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;SAMPIR;;;
1203;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;SASAHAN;;;
1204;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;SUKABARES;;;
1205;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;SUKADALEM;;;
1206;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;TELAGA LUHUR;;;
1207;BANTEN;KABUPATEN SERANG;WARINGINKURUNG;WARINGINKURUNG;;;
1208;BANTEN;KABUPATEN TANGERANG;BALARAJA;BALA RAJA;;;
1209;BANTEN;KABUPATEN TANGERANG;BALARAJA;CANGKUDU;;;
1210;BANTEN;KABUPATEN TANGERANG;BALARAJA;GEMBONG;;;
1211;BANTEN;KABUPATEN TANGERANG;BALARAJA;SAGA;;;
1212;BANTEN;KABUPATEN TANGERANG;BALARAJA;SENTUL;;;
1213;BANTEN;KABUPATEN TANGERANG;BALARAJA;SENTUL JAYA;;;
1214;BANTEN;KABUPATEN TANGERANG;BALARAJA;SUKA MURNI;;;
1215;BANTEN;KABUPATEN TANGERANG;BALARAJA;TALAGASARI;;;
1216;BANTEN;KABUPATEN TANGERANG;BALARAJA;TOBAT;;;
1217;BANTEN;KABUPATEN TANGERANG;CIKUPA;BITUNG JAYA;;;
1218;BANTEN;KABUPATEN TANGERANG;CIKUPA;BOJONG;;;
1219;BANTEN;KABUPATEN TANGERANG;CIKUPA;BUDI MULYA;;;
1220;BANTEN;KABUPATEN TANGERANG;CIKUPA;BUNDER;;;
1221;BANTEN;KABUPATEN TANGERANG;CIKUPA;CIBADAK;;;
1222;BANTEN;KABUPATEN TANGERANG;CIKUPA;CIKUPA;;;
1223;BANTEN;KABUPATEN TANGERANG;CIKUPA;DUKUH;;;
1224;BANTEN;KABUPATEN TANGERANG;CIKUPA;PASIR GADUNG;;;
1225;BANTEN;KABUPATEN TANGERANG;CIKUPA;PASIR JAYA;;;
1226;BANTEN;KABUPATEN TANGERANG;CIKUPA;SUKA DAMAI;;;
1227;BANTEN;KABUPATEN TANGERANG;CIKUPA;SUKA MULYA;;;
1228;BANTEN;KABUPATEN TANGERANG;CIKUPA;SUKA NAGARA;;;
1229;BANTEN;KABUPATEN TANGERANG;CIKUPA;TALAGA;;;
1230;BANTEN;KABUPATEN TANGERANG;CIKUPA;TALAGA SARI;;;
1231;BANTEN;KABUPATEN TANGERANG;CISAUK;CIBOGO;;;
1232;BANTEN;KABUPATEN TANGERANG;CISAUK;CISAUK;;;
1233;BANTEN;KABUPATEN TANGERANG;CISAUK;DANGDANG;;;
1234;BANTEN;KABUPATEN TANGERANG;CISAUK;MEKARWANGI;;;
1235;BANTEN;KABUPATEN TANGERANG;CISAUK;SAMPORA;;;
1236;BANTEN;KABUPATEN TANGERANG;CISAUK;SURADITA;;;
1237;BANTEN;KABUPATEN TANGERANG;CISOKA;BOJONGLOA;;;
1238;BANTEN;KABUPATEN TANGERANG;CISOKA;CARENANG;;;
1239;BANTEN;KABUPATEN TANGERANG;CISOKA;CARINGIN;;;
1240;BANTEN;KABUPATEN TANGERANG;CISOKA;CEMPAKA;;;
1241;BANTEN;KABUPATEN TANGERANG;CISOKA;CIBUGEL;;;
1242;BANTEN;KABUPATEN TANGERANG;CISOKA;CISOKA;;;
1243;BANTEN;KABUPATEN TANGERANG;CISOKA;JEUNG JING;;;
1244;BANTEN;KABUPATEN TANGERANG;CISOKA;KARANGHARJA;;;
1245;BANTEN;KABUPATEN TANGERANG;CISOKA;SELAPAJANG;;;
1246;BANTEN;KABUPATEN TANGERANG;CISOKA;SUKATANI;;;
1247;BANTEN;KABUPATEN TANGERANG;CURUG;BINONG;;;
1248;BANTEN;KABUPATEN TANGERANG;CURUG;CUKANG GALIH;;;
1249;BANTEN;KABUPATEN TANGERANG;CURUG;CURUG KULON;;;
1250;BANTEN;KABUPATEN TANGERANG;CURUG;CURUG WETAN;;;
1251;BANTEN;KABUPATEN TANGERANG;CURUG;KADU;;;
1252;BANTEN;KABUPATEN TANGERANG;CURUG;KADU JAYA;;;
1253;BANTEN;KABUPATEN TANGERANG;CURUG;SUKA BAKTI;;;
1254;BANTEN;KABUPATEN TANGERANG;GUNUNG KALER;CIBETOK;;;
1255;BANTEN;KABUPATEN TANGERANG;GUNUNG KALER;CIPAEH;;;
1256;BANTEN;KABUPATEN TANGERANG;GUNUNG KALER;GUNUNG KALER;;;
1257;BANTEN;KABUPATEN TANGERANG;GUNUNG KALER;KANDA WATI;;;
1258;BANTEN;KABUPATEN TANGERANG;GUNUNG KALER;KEDUNG;;;
1259;BANTEN;KABUPATEN TANGERANG;GUNUNG KALER;ONYAM;;;
1260;BANTEN;KABUPATEN TANGERANG;GUNUNG KALER;RANCA GEDE;;;
1261;BANTEN;KABUPATEN TANGERANG;GUNUNG KALER;SIDOKO;;;
1262;BANTEN;KABUPATEN TANGERANG;GUNUNG KALER;TAMIANG;;;
1263;BANTEN;KABUPATEN TANGERANG;JAMBE;ANCOL PASIR;;;
1264;BANTEN;KABUPATEN TANGERANG;JAMBE;DARU;;;
1265;BANTEN;KABUPATEN TANGERANG;JAMBE;JAMBE;;;
1266;BANTEN;KABUPATEN TANGERANG;JAMBE;KUTRUK;;;
1267;BANTEN;KABUPATEN TANGERANG;JAMBE;MEKARSARI;;;
1268;BANTEN;KABUPATEN TANGERANG;JAMBE;PASIR BARAT;;;
1269;BANTEN;KABUPATEN TANGERANG;JAMBE;RANCABUAYA;;;
1270;BANTEN;KABUPATEN TANGERANG;JAMBE;SUKA MANAH;;;
1271;BANTEN;KABUPATEN TANGERANG;JAMBE;TABAN;;;
1272;BANTEN;KABUPATEN TANGERANG;JAMBE;TIPARRAYA;;;
1273;BANTEN;KABUPATEN TANGERANG;JAYANTI;CIKANDE;;;
1274;BANTEN;KABUPATEN TANGERANG;JAYANTI;DANG DEUR;;;
1275;BANTEN;KABUPATEN TANGERANG;JAYANTI;JAYANTI;;;
1276;BANTEN;KABUPATEN TANGERANG;JAYANTI;PABUARAN;;;
1277;BANTEN;KABUPATEN TANGERANG;JAYANTI;PANGKAT;;;
1278;BANTEN;KABUPATEN TANGERANG;JAYANTI;PASIR GINTUNG;;;
1279;BANTEN;KABUPATEN TANGERANG;JAYANTI;PASIR MUNCANG;;;
1280;BANTEN;KABUPATEN TANGERANG;JAYANTI;SUMUR BANDUNG;;;
1281;BANTEN;KABUPATEN TANGERANG;KELAPA DUA;BENCONGAN;;;
1282;BANTEN;KABUPATEN TANGERANG;KELAPA DUA;BENCONGAN INDAH;;;
1283;BANTEN;KABUPATEN TANGERANG;KELAPA DUA;BOJONG NANGKA;;;
1284;BANTEN;KABUPATEN TANGERANG;KELAPA DUA;CURUG SANGERENG;;;
1285;BANTEN;KABUPATEN TANGERANG;KELAPA DUA;KELAPA DUA;;;
1286;BANTEN;KABUPATEN TANGERANG;KELAPA DUA;PAKULONAN BARAT;;;
1287;BANTEN;KABUPATEN TANGERANG;KEMIRI;KARANG ANYAR;;;
1288;BANTEN;KABUPATEN TANGERANG;KEMIRI;KELEBET;;;
1289;BANTEN;KABUPATEN TANGERANG;KEMIRI;KEMIRI;;;
1290;BANTEN;KABUPATEN TANGERANG;KEMIRI;LEGOK SUKAMAJU;;;
1291;BANTEN;KABUPATEN TANGERANG;KEMIRI;LONTAR;;;
1292;BANTEN;KABUPATEN TANGERANG;KEMIRI;PATRA MANGGALA;;;
1293;BANTEN;KABUPATEN TANGERANG;KEMIRI;RANCA LABUH;;;
1294;BANTEN;KABUPATEN TANGERANG;KOSAMBI;BELIMBING;;;
1295;BANTEN;KABUPATEN TANGERANG;KOSAMBI;CENGKLONG;;;
1296;BANTEN;KABUPATEN TANGERANG;KOSAMBI;D A D A P;;;
1297;BANTEN;KABUPATEN TANGERANG;KOSAMBI;JATIMULYA;;;
1298;BANTEN;KABUPATEN TANGERANG;KOSAMBI;KOSAMBI BARAT;;;
1299;BANTEN;KABUPATEN TANGERANG;KOSAMBI;KOSAMBI TIMUR;;;
1300;BANTEN;KABUPATEN TANGERANG;KOSAMBI;RAWA BURUNG;;;
1301;BANTEN;KABUPATEN TANGERANG;KOSAMBI;RAWA RENGAS;;;
1302;BANTEN;KABUPATEN TANGERANG;KOSAMBI;SALEMBARAN;;;
1303;BANTEN;KABUPATEN TANGERANG;KOSAMBI;SALEMBARAN JATI;;;
1304;BANTEN;KABUPATEN TANGERANG;KRESEK;JENGKOL;;;
1305;BANTEN;KABUPATEN TANGERANG;KRESEK;KEMUNING;;;
1306;BANTEN;KABUPATEN TANGERANG;KRESEK;KOPER;;;
1307;BANTEN;KABUPATEN TANGERANG;KRESEK;KRESEK;;;
1308;BANTEN;KABUPATEN TANGERANG;KRESEK;PASIR AMPO;;;
1309;BANTEN;KABUPATEN TANGERANG;KRESEK;PATRA SANA;;;
1310;BANTEN;KABUPATEN TANGERANG;KRESEK;RANCA ILAT;;;
1311;BANTEN;KABUPATEN TANGERANG;KRESEK;RENGED;;;
1312;BANTEN;KABUPATEN TANGERANG;KRESEK;TALOK;;;
1313;BANTEN;KABUPATEN TANGERANG;KRONJO;BAKUNG;;;
1314;BANTEN;KABUPATEN TANGERANG;KRONJO;BLUKBUK;;;
1315;BANTEN;KABUPATEN TANGERANG;KRONJO;CIRUMPAK;;;
1316;BANTEN;KABUPATEN TANGERANG;KRONJO;KRONJO;;;
1317;BANTEN;KABUPATEN TANGERANG;KRONJO;MUNCUNG;;;
1318;BANTEN;KABUPATEN TANGERANG;KRONJO;PAGEDANGAN ILIR;;;
1319;BANTEN;KABUPATEN TANGERANG;KRONJO;PAGEDANGAN UDIK;;;
1320;BANTEN;KABUPATEN TANGERANG;KRONJO;PAGENJAHAN;;;
1321;BANTEN;KABUPATEN TANGERANG;KRONJO;PASILIAN;;;
1322;BANTEN;KABUPATEN TANGERANG;KRONJO;PASIR;;;
1323;BANTEN;KABUPATEN TANGERANG;LEGOK;BABAKAN;;;
1324;BANTEN;KABUPATEN TANGERANG;LEGOK;BABAT;;;
1325;BANTEN;KABUPATEN TANGERANG;LEGOK;BOJONG KAMAL;;;
1326;BANTEN;KABUPATEN TANGERANG;LEGOK;CARINGIN;;;
1327;BANTEN;KABUPATEN TANGERANG;LEGOK;CIANGIR;;;
1328;BANTEN;KABUPATEN TANGERANG;LEGOK;CIRARAB;;;
1329;BANTEN;KABUPATEN TANGERANG;LEGOK;KAMUNING;;;
1330;BANTEN;KABUPATEN TANGERANG;LEGOK;LEGOK;;;
1331;BANTEN;KABUPATEN TANGERANG;LEGOK;PALA SARI;;;
1332;BANTEN;KABUPATEN TANGERANG;LEGOK;RANCAGONG;;;
1333;BANTEN;KABUPATEN TANGERANG;LEGOK;SERDANG WETAN;;;
1334;BANTEN;KABUPATEN TANGERANG;MAUK;BANYU ASIH;;;
1335;BANTEN;KABUPATEN TANGERANG;MAUK;GUNUNG SARI;;;
1336;BANTEN;KABUPATEN TANGERANG;MAUK;JATI WARINGIN;;;
1337;BANTEN;KABUPATEN TANGERANG;MAUK;KEDUNG DALEM;;;
1338;BANTEN;KABUPATEN TANGERANG;MAUK;KETAPANG;;;
1339;BANTEN;KABUPATEN TANGERANG;MAUK;MARGA MULYA;;;
1340;BANTEN;KABUPATEN TANGERANG;MAUK;MAUK BARAT;;;
1341;BANTEN;KABUPATEN TANGERANG;MAUK;MAUK TIMUR;;;
1342;BANTEN;KABUPATEN TANGERANG;MAUK;SASAK;;;
1343;BANTEN;KABUPATEN TANGERANG;MAUK;TANJUNG ANOM;;;
1344;BANTEN;KABUPATEN TANGERANG;MAUK;TEGAL KUNIR KIDUL;;;
1345;BANTEN;KABUPATEN TANGERANG;MAUK;TEGAL KUNIR LOR;;;
1346;BANTEN;KABUPATEN TANGERANG;MEKARBARU;CIJERUK;;;
1347;BANTEN;KABUPATEN TANGERANG;MEKARBARU;GANDA RIA;;;
1348;BANTEN;KABUPATEN TANGERANG;MEKARBARU;JENGGOT;;;
1349;BANTEN;KABUPATEN TANGERANG;MEKARBARU;KEDAUNG;;;
1350;BANTEN;KABUPATEN TANGERANG;MEKARBARU;KLUTUK;;;
1351;BANTEN;KABUPATEN TANGERANG;MEKARBARU;KOSAMBI DALAM;;;
1352;BANTEN;KABUPATEN TANGERANG;MEKARBARU;MEKAR BARU;;;
1353;BANTEN;KABUPATEN TANGERANG;MEKARBARU;WALIWIS;;;
1354;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;CICALENGKA;;;
1355;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;CIHUNI;;;
1356;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;CIJANTRA;;;
1357;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;JATAKE;;;
1358;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;KADU SIRUNG;;;
1359;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;KARANG TENGAH;;;
1360;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;LENGKONG KULON;;;
1361;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;MALANG NENGAH;;;
1362;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;MEDANG;;;
1363;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;PAGEDANGAN;;;
1364;BANTEN;KABUPATEN TANGERANG;PAGEDANGAN;SITU GADUNG;;;
1365;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;BUARAN BAMBU;;;
1366;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;BUARAN MANGGA;;;
1367;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;BUNISARI;;;
1368;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;GAGA;;;
1369;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;KALIBARU;;;
1370;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;KIARA PAYUNG;;;
1371;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;KOHOD;;;
1372;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;KRAMAT;;;
1373;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;LAKSANA;;;
1374;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;PAKU ALAM;;;
1375;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;PAKU HAJI;;;
1376;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;RAWA BONI;;;
1377;BANTEN;KABUPATEN TANGERANG;PAKUHAJI;SUKAWALI;;;
